company_number,company_name,postcode,address,sic,account_category,incorporation_date,group
13756231,HANSAM BATLEY LTD,WF12 9JH,146 HEADFIELD ROAD / DEWSBURY,56102 - Unlicensed restaurants and cafes,MICRO ENTITY,21/11/2021,small
07629684,ZINFONIA SHAREHOLDERS LIMITED,WC2B 4HN,C/O BOOSEY & HAWKES ALDWYCH HOUSE / 71-91 ALDWYCH / LONDON,59200 - Sound recording and music publishing activities,MICRO ENTITY,11/05/2011,small
07628995,JOLLY AND JOLLYS LIMITED,HP2 5TW,5 COVERDALE / HEMEL HEMPSTEAD,"74909 - Other professional, scientific and technical activities n.e.c.",MICRO ENTITY,10/05/2011,small
15754874,BRODIES PLUMBING & HEATING LTD,NE29 6HP,HAYDON ACCOUNTANCY SERVICES LIMITED 33 PERCY CRESCENT / NORTH SHIELDS / TYNE & WEAR,"43220 - Plumbing, heat and air-conditioning installation",MICRO ENTITY,01/06/2024,small
10962158,ECO BUILD PROPERTY SOLUTIONS LIMITED,NP11 5AR,UNIT 12E PRINCE OF WALES INDUSTRIAL ESTATE / ABERCARN / NEWPORT,41202 - Construction of domestic buildings,MICRO ENTITY,14/09/2017,small
14104721,MY PLACE TO STAY LTD,LL36 0BW,42 CANTREF / TYWYN,55209 - Other holiday and other collective accommodation,MICRO ENTITY,13/05/2022,small
13311920,BHE ALTAIR LTD,CB22 3FH,DOROTHY HODGKIN BUILDING BABRAHAM RESEARCH CAMPUS / BABRAHAM / CAMBRIDGE,68100 - Buying and selling of own real estate,TOTAL EXEMPTION FULL,03/04/2021,medium
14855455,DEEN INVESTMENTS LTD,IG2 6HE,555-557 CRANBROOK ROAD / ILFORD,68100 - Buying and selling of own real estate,TOTAL EXEMPTION FULL,09/05/2023,medium
02273251,COREL UK LIMITED,EC2R 7HJ,"C/O TMF GROUP, 13TH FLOOR / ONE ANGEL COURT / LONDON",62020 - Information technology consultancy activities,TOTAL EXEMPTION FULL,01/07/1988,medium
12707018,SOUTHGATE FOODS LTD,NW9 0BA,75 CONISTON GARDENS / LONDON,56290 - Other food services,TOTAL EXEMPTION FULL,30/06/2020,medium
SC679062,MATHESON DAMP SERVICES LTD,G3 7UL,PAXTON HOUSE / 11 WOODSIDE CRESCENT / GLASGOW,43999 - Other specialised construction activities n.e.c.,TOTAL EXEMPTION FULL,28/10/2020,medium
NI673809,EOS COMMUNITY CONSULTING CIC,BT36 6JX,198 CARNMONEY ROAD / NEWTOWNABBEY,70229 - Management consultancy activities other than financial management,TOTAL EXEMPTION FULL,29/10/2020,medium
12000573,AZALEA ARCH PROPERTIES LTD,WD17 3BE,3 DE VERE WALK / WATFORD,68209 - Other letting and operating of own or leased real estate,TOTAL EXEMPTION FULL,16/05/2019,medium
09148211,JUNGLE TATTOO SUPPLIES LTD,S72 9HA,THE OLD ROBIN HOOD BRIERLEY GAP / BRIERLEY / BARNSLEY,47749 - Retail sale of medical and orthopaedic goods in specialised stores (not incl. hearing aids) n.e.c.,TOTAL EXEMPTION FULL,25/07/2014,medium
11846357,EMLEA BEAUTY LTD,NW4 4NJ,129 STATION ROAD / LONDON,96020 - Hairdressing and other beauty treatment,TOTAL EXEMPTION FULL,25/02/2019,medium
07979753,ELLIE GIVENS LIMITED,PR2 2YH,CHANDLER HOUSE 7 FERRY ROAD OFFICE PARK / RIVERSWAY / PRESTON,93199 - Other sports activities,TOTAL EXEMPTION FULL,07/03/2012,medium
10185752,RE-FORM LANDSCAPE ARCHITECTURE (MANCHESTER) LIMITED,HD8 8EL,"WHITBY COURT, / ABBEY ROAD / HUDDERSFIELD",71111 - Architectural activities,TOTAL EXEMPTION FULL,18/05/2016,medium
09273371,VIVER SECRETARIAL LIMITED,SS1 1AL,1 NELSON MEWS / SOUTHEND ON SEA,82110 - Combined office administrative service activities,UNAUDITED ABRIDGED,21/10/2014,medium
11346974,BML WORLD LTD,IG11 0JP,UNIT 9C BARKING BUSINESS CENTRE / THAMES ROAD / BARKING,46690 - Wholesale of other machinery and equipment,TOTAL EXEMPTION FULL,04/05/2018,medium
08493850,CENTURION ENTERPRISES LIMITED,DY5 3LG,"UNIT 10 / SILVER END BUSINESS PARK, BRETTELL LANE / BRIERLEY HILL",80100 - Private security activities,TOTAL EXEMPTION FULL,18/04/2013,medium
06294709,VEGETARIAN FOR LIFE,M14 5JT,NORWOOD HOUSE / BRIGHTON GROVE / MANCHESTER,85590 - Other education n.e.c.,TOTAL EXEMPTION FULL,27/06/2007,medium
10670919,PICTOYS LTD,SE11 5EL,3RD FLOOR THE COADE / 98 VAUXHALL WALK / LONDON,62090 - Other information technology service activities,TOTAL EXEMPTION FULL,15/03/2017,medium
11834255,FUNDING 365 MORTGAGES LIMITED,N1 7GU,20-22 WENLOCK ROAD / LONDON,64922 - Activities of mortgage finance companies,TOTAL EXEMPTION FULL,19/02/2019,medium
14270622,HALO DEVELOPMENTS (CONSTRUCTION) LTD,BH24 1AW,2 MARKET PLACE / RINGWOOD,41100 - Development of building projects,TOTAL EXEMPTION FULL,02/08/2022,medium
14151643,EMG CAPITAL LTD,PR5 0JD,HOGHTON LANE FARM / 298 HOGHTON LANE / PRESTON,64991 - Security dealing on own account,TOTAL EXEMPTION FULL,06/06/2022,medium
08788893,JADT LIMITED,DA5 1AH,66 BEXLEY HIGH STREET / BEXLEY,46180 - Agents specialized in the sale of other particular products,TOTAL EXEMPTION FULL,25/11/2013,medium
10660574,SPRINGHAM CONTRACTS LTD,CM21 9AE,THE COACH HOUSE / THE SQUARE / SAWBRIDGEWORTH,43390 - Other building completion and finishing,TOTAL EXEMPTION FULL,09/03/2017,medium
08632172,CIMELLI HEATING LTD,LL19 8LN,BRIARCOT / ISFRYN ROAD / PRESTATYN,"43220 - Plumbing, heat and air-conditioning installation",TOTAL EXEMPTION FULL,31/07/2013,medium
16096621,SUSSEX APPLIANCE LTD,BN17 5AZ,15A SURREY STREET / LITTLEHAMPTON,47540 - Retail sale of electrical household appliances in specialised stores,TOTAL EXEMPTION FULL,22/11/2024,medium
14063851,WARWICKSHIRE MORTGAGES LTD,CV34 4JA,41A SMITH STREET / WARWICK,64922 - Activities of mortgage finance companies,TOTAL EXEMPTION FULL,22/04/2022,medium
05260817,ARTY - FOLKS,CV1 2FJ,EATON HOUSE 1ST FLOOR / 1 EATON ROAD / COVENTRY,86900 - Other human health activities,TOTAL EXEMPTION FULL,15/10/2004,medium
13347202,PENWINE LTD,PL30 3DB,PENWINE FARM HOUSE / ST MABYN / BODMIN,"74909 - Other professional, scientific and technical activities n.e.c.",TOTAL EXEMPTION FULL,20/04/2021,medium
09967901,JRP RETAIL LTD,CF23 6UR,14 GLENWOOD / CARDIFF,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",TOTAL EXEMPTION FULL,25/01/2016,medium
11434698,MARY LOUISE CAMPBELL LIMITED,CH62 4UE,ENTERPRISE HOUSE THE COURTYARD / OLD COURT HOUSE ROAD / BROMBOROUGH,"74909 - Other professional, scientific and technical activities n.e.c.",TOTAL EXEMPTION FULL,26/06/2018,medium
15113911,BAGESHWOR LTD,GU11 3DP,"C/O HAMPSHIRE ACCOUNTANTS LIMITED, OLD TOWN HALL / 30 GROSVENOR ROAD / ALDERSHOT",56101 - Licensed restaurants,TOTAL EXEMPTION FULL,04/09/2023,medium
11949582,L & C YORK HOLDINGS LIMITED,SG14 1JA,"6B, LYRIC HOUSE / ST ANDREW STREET / HERTFORD",64205 - Activities of financial services holding companies,UNAUDITED ABRIDGED,16/04/2019,medium
04788498,SEETRAX CAE LIMITED,BH24 3JP,"WOODSTOCK, HANGERSLEY HILL / RINGWOOD / HAMPSHIRE",28990 - Manufacture of other special-purpose machinery n.e.c.,TOTAL EXEMPTION FULL,05/06/2003,medium
07537031,WARREN WOOD FINE AND RARE WINES LIMITED,HP11 1DZ,6 WARREN WOOD DRIVE / HIGH WYCOMBE,56290 - Other food services,TOTAL EXEMPTION FULL,21/02/2011,medium
13652527,RED CANNON CONSTRUCTION LIMITED,N12 0DA,FIRST FLOOR / 677 HIGH ROAD / LONDON,80100 - Private security activities,TOTAL EXEMPTION FULL,30/09/2021,medium
10091529,BARONS COMMUNICATIONS LTD,W14 9HR,FLAT 4 / 70 COMERAGH ROAD / LONDON,70210 - Public relations and communications activities,TOTAL EXEMPTION FULL,30/03/2016,medium
14004872,ANAR5 LIMITED,CB23 6BL,87 STERLING WAY / UPPER CAMBOURNE / CAMBRIDGE,86101 - Hospital activities,TOTAL EXEMPTION FULL,28/03/2022,medium
10338403,PAGEMARK SOLUTIONS LTD,WF8 2NH,40 ORCHARD HEAD CRESCENT / PONTEFRACT,62090 - Other information technology service activities,TOTAL EXEMPTION FULL,19/08/2016,medium
05127146,MORSAPACK LIMITED,M28 2LA,"UNIT D1 & D2 15-16 HOLLOWAY DRIVE / WARDLEY INDUSTRIAL ESTATE, WORSLEY / MANCHESTER",46900 - Non-specialised wholesale trade,TOTAL EXEMPTION FULL,13/05/2004,medium
SC814195,AR ROUSHDIE LIMITED,ML9 3AD,3 AYR ROAD / ASGHILL,81299 - Other cleaning services,TOTAL EXEMPTION FULL,20/06/2024,medium
13955010,THE PROPERTY MARKETING STRATEGISTS LTD,MK2 3HU,"UNIT L32, BLETCHLEY BUSINESS CAMPUS BARTON ROAD / BLETCHLEY / MILTON KEYNES",70229 - Management consultancy activities other than financial management,UNAUDITED ABRIDGED,04/03/2022,medium
SC241505,ATLAS HOTELS (HEMEL HEMPSTEAD) LIMITED,EH3 8BP,C/O BRODIES LLP CAPITAL SQUARE / 58 MORRISON STREET / EDINBURGH,55100 - Hotels and similar accommodation,SMALL,23/12/2002,medium
15611459,DIRECT HOME MAINTENANCE LTD,RH16 4RZ,6 LITTLE BURCHETTS FARM / HAYWARDS HEATH,81100 - Combined facilities support activities,TOTAL EXEMPTION FULL,03/04/2024,medium
SC412500,A B CALDWELL LTD,KA19 8HH,LEFFINWYNE FARM / KIRKOSWALD / MAYBOLE,33120 - Repair of machinery,TOTAL EXEMPTION FULL,02/12/2011,medium
00819865,SOUTH KNIGHTON INVESTMENTS LIMITED,NW3 6LH,HARBEN HOUSE / HARBEN PARADE / FINCHLEY ROAD,68209 - Other letting and operating of own or leased real estate,TOTAL EXEMPTION FULL,17/09/1964,medium
14631233,T BENSON EVENTS LTD,RH7 6GP,3A FAREVIEWS WEST PARK ROAD / NEWCHAPEL / LINGFIELD,93210 - Activities of amusement parks and theme parks,TOTAL EXEMPTION FULL,01/02/2023,medium
07315083,VANTAGE POINT ENTERPRISE LIMITED,EC2A 4RT,2 - 8 SCRUTTON STREET / LONDON,64209 - Activities of other holding companies n.e.c.,TOTAL EXEMPTION FULL,14/07/2010,medium
08221590,SNOW UNION LIMITED,CO10 2SP,61 STATION ROAD / SUDBURY,77210 - Renting and leasing of recreational and sports goods,TOTAL EXEMPTION FULL,20/09/2012,medium
07814446,SUNSTORESOLAR LTD,BN12 4QY,SUNSTORESOLAR WOODS WAY / GORING-BY-SEA / WORTHING,33200 - Installation of industrial machinery and equipment,UNAUDITED ABRIDGED,18/10/2011,medium
13685226,MAINZWORLD FOREVA CIC,CR2 3SB,2 LEIGHTON STREET / CROYDON,88990 - Other social work activities without accommodation n.e.c.,TOTAL EXEMPTION FULL,18/10/2021,medium
03802400,DIGITAL TOPICS LIMITED,EC2A 2AP,6TH FLOOR / 9 APPOLD STREET / LONDON,70229 - Management consultancy activities other than financial management,TOTAL EXEMPTION FULL,07/07/1999,medium
05007625,TINKS CHILDRENS DAY NURSERY LIMITED,CH1 6DL,1 KINGSTON COURT / SAUGHALL / CHESTER,88910 - Child day-care activities,UNAUDITED ABRIDGED,06/01/2004,medium
16022283,MAKE THE JUMP CIC,EC1V 2NX,124 CITY ROAD / LONDON,85520 - Cultural education,TOTAL EXEMPTION FULL,16/10/2024,medium
03595541,DRAULIX LIMITED,RH17 7LF,WOODCUTTERS COTTAGE / BEACONSFIELD ROAD / CHELWOOD GATE,74990 - Non-trading company,TOTAL EXEMPTION FULL,09/07/1998,medium
07723853,PRINHOLD LIMITED,WD17 1HP,"C/O HILLIER HOPKINS LLP FIRST FLOOR, RADIUS HOUSE / 51 CLARENDON ROAD / WATFORD",68209 - Other letting and operating of own or leased real estate,TOTAL EXEMPTION FULL,01/08/2011,medium
11001850,KERNOW DINAS LTD,SO22 5NG,73 TEG DOWN MEADS / WINCHESTER,68100 - Buying and selling of own real estate,TOTAL EXEMPTION FULL,09/10/2017,medium
12757315,TFS BUSINESS LIMITED,W1W 5PF,167-169 GREAT PORTLAND STREET / 5TH FLOOR / LONDON,"46210 - Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",TOTAL EXEMPTION FULL,21/07/2020,medium
13434121,MARLINGTED LIMITED,N1 7FA,"3, DECORUM APARTMENTS, / FLAT 67 WENLOCK ROAD / LONDON",68100 - Buying and selling of own real estate,TOTAL EXEMPTION FULL,02/06/2021,medium
14108071,ROCKET'S RENTALS LTD,DE56 1FZ,40 MARKET PLACE / BELPER,68209 - Other letting and operating of own or leased real estate,UNAUDITED ABRIDGED,16/05/2022,medium
04469273,C & T PROPERTY SERVICES LIMITED,SE26 6JU,5 PLANE STREET / LONDON,68100 - Buying and selling of own real estate,TOTAL EXEMPTION FULL,25/06/2002,medium
07360867,YES GRANITE PRODUCTS LTD,PE2 9QP,UNIT 4 BOTOLPH BRIDGE INDUSTRIAL ESTATE / OUNDLE ROAD / PETERBOROUGH,82990 - Other business support service activities n.e.c.,TOTAL EXEMPTION FULL,31/08/2010,medium
11031750,PROJECT EMOJI BIDCO LIMITED,NG1 7EH,"CANALSIDE HOUSE, GROUND FLOOR / 6 CANAL STREET / NOTTINGHAM",64209 - Activities of other holding companies n.e.c.,SMALL,25/10/2017,medium
12927045,VARVEL HOMES LTD,NR7 0DG,9 MARGETSON AVENUE / NORWICH,41100 - Development of building projects,TOTAL EXEMPTION FULL,04/10/2020,medium
10524458,A MCGINN GROUNDWORKS & EQUESTRIAN CONSTRUCTION LTD,PE36 6LS,DROVE COTTAGE DROVE ORCHARDS / THORNHAM ROAD / HOLME NEXT THE SEA,42990 - Construction of other civil engineering projects n.e.c.,TOTAL EXEMPTION FULL,14/12/2016,medium
NI047525,ORIENTAL WHOLESALE LTD,BT51 3DT,10 LOWER CAPTAIN STREET / COLERAINE / COUNTY LONDONDERRY,46420 - Wholesale of clothing and footwear,TOTAL EXEMPTION FULL,12/08/2003,medium
05415907,CORNISH PIRATES RUGBY LIMITED,TR4 9LF,"C/O WHYFIELD BUILDING A, GREEN COURT / TRURO BUSINESS PARK, THREEMILESTONE / TRURO",93199 - Other sports activities,TOTAL EXEMPTION FULL,06/04/2005,medium
13888087,ABBERLEY LANDSCAPES LIMITED,WR6 6AY,TOLCARNE / THE COMMON / ABBERLEY,81300 - Landscape service activities,TOTAL EXEMPTION FULL,02/02/2022,medium
06177558,INIMICA LIMITED,OX1 4HL,8 KING EDWARD STREET / OXFORD,64209 - Activities of other holding companies n.e.c.,TOTAL EXEMPTION FULL,21/03/2007,medium
14807568,HARLEQUIN WOMENS FOOTBALL CLUB LIMITED,TW2 7SX,TWICKENHAM STOOP STADIUM / LANGHORN DRIVE / TWICKENHAM,93199 - Other sports activities,SMALL,17/04/2023,medium
08429446,NEXT GEN ROOFLIGHTS LIMITED,E20 1HZ,19TH FLOOR / 1 WESTFIELD AVENUE / LONDON,82990 - Other business support service activities n.e.c.,TOTAL EXEMPTION FULL,05/03/2013,medium
13794415,CONNECTS SERVICES LTD,CR0 3AA,"CHALLENGE HOUSE, SLZ1 / 616 MITCHAM ROAD / CROYDON",35130 - Distribution of electricity,TOTAL EXEMPTION FULL,10/12/2021,medium
OC376425,TECHNICAL & DEVELOPMENT SERVICES PARTNERS LLP,NN8 5AA,VENTURE COURT / 2 DEBDALE ROAD / WELLINGBOROUGH,None Supplied,TOTAL EXEMPTION FULL,27/06/2012,medium
16131931,THREE JOHN'S PLACE LIMITED,HR2 6JS,"SUITE A4, SKYLON COURT COLDNOSE ROAD / ROTHERWAS / HEREFORD",55100 - Hotels and similar accommodation,TOTAL EXEMPTION FULL,12/12/2024,medium
15849823,LINKWAY ELECTRICAL LTD,WN4 8XE,2 LINKWAY AVENUE / ASHTON-IN-MAKERFIELD / WIGAN,43210 - Electrical installation,TOTAL EXEMPTION FULL,21/07/2024,medium
07565945,VMS SECURITY SERVICES LTD,SL1 1FQ,SPACES THE PORTER BUILDING / 1 BRUNEL WAY / SLOUGH,80100 - Private security activities,UNAUDITED ABRIDGED,16/03/2011,medium
16093289,SEREN MEDICAL LIMITED,LL30 2RB,SAN REMO / 13 TRINITY SQUARE / LLANDUDNO,86220 - Specialists medical practice activities,UNAUDITED ABRIDGED,21/11/2024,medium
16032664,HEATHER FOX CREATIVE ARTS LTD,WA2 7HW,THE FOX STUDIOS EVANS HOUSE / NORMAN STREET / WARRINGTON,32120 - Manufacture of jewellery and related articles,UNAUDITED ABRIDGED,21/10/2024,medium
14477867,GIFTCARDS GROUP LTD,SW11 8BZ,THE ENGINE ROOM / 18 THE POWER STATION / LONDON,47620 - Retail sale of newspapers and stationery in specialised stores,FULL,11/11/2022,large
04336899,DOMAINEX LIMITED,CB10 1XL,DOMAINEX LIMITED CHESTERFORD RESEARCH PARK / LITTLE CHESTERFORD / SAFFRON WALDEN,72110 - Research and experimental development on biotechnology,FULL,10/12/2001,large
FC036848,BARAKA FASHIONS UK LIMITED,,"06, SHING BARI ROAD BORO DEWRA / TONGI / GAZIPUR",None Supplied,FULL,01/11/2019,large
12664320,INTUITIVE INVESTMENTS GROUP LIMITED,M2 3DE,ONE / ST. PETERS SQUARE / MANCHESTER,64303 - Activities of venture and development capital companies,FULL,11/06/2020,large
07000577,NORTH EAST FINANCE (HOLDCO) LIMITED,NE1 3PA,"5TH FLOOR, WEST ONE / FORTH BANKS / NEWCASTLE UPON TYNE",66300 - Fund management activities,FULL,25/08/2009,large
07830946,SANDOWN HOLDINGS LIMITED,BL3 2NT,UNIT 2 SPRINGFIELD COURT / SUMMERFIELD ROAD / BOLTON,70100 - Activities of head offices,FULL,01/11/2011,large
04404542,WIXAMS FIRST LIMITED,W1S 1BJ,50 NEW BOND STREET / LONDON,68100 - Buying and selling of own real estate,FULL,26/03/2002,large
00653012,ADVANTE LIMITED,SS15 6TH,10/11 ARGENT COURT / SYLVAN WAY SOUTHFIELDS BUSINESS PARK / BASILDON,"77390 - Renting and leasing of other machinery, equipment and tangible goods n.e.c.",MEDIUM,18/03/1960,large
00516846,BE AEROSPACE HOLDINGS (UK) LIMITED,B90 4SS,"FORE 1 FORE BUSINESS PARK HUSKISSON WAY / STRATFORD ROAD / SHIRLEY, SOLIHULL",70100 - Activities of head offices,FULL,07/03/1953,large
11741614,CLEARSTREAM LONDON LIMITED,E14 4HE,11 WESTFERRY CIRCUS / CANARY WHARF / LONDON,"63110 - Data processing, hosting and related activities",FULL,27/12/2018,large
03199408,BOARD M.I.T. LIMITED,EC2V 7EE,3 NOBLE STREET / LONDON,62020 - Information technology consultancy activities,MEDIUM,15/05/1996,large
FC033661,FRONTLINE VENTURES MANAGEMENT COMPANY LIMITED,,26-28 LOMBARD STREET EAST / DUBLIN,None Supplied,FULL,15/08/2016,large
08159373,PERSEUS GROUP SOFTWARE LTD,BH12 4NZ,ABACUS HOUSE / LING ROAD / POOLE,62012 - Business and domestic software development,FULL,27/07/2012,large
03044098,POLARKOLD DISTRIBUTION LIMITED,BN11 1QR,AMELIA HOUSE / CRESCENT ROAD / WORTHING,52101 - Operation of warehousing and storage facilities for water transport activities,FULL,10/04/1995,large
11166246,CORBETT BOOKMAKERS (HOLDINGS) LIMITED,CH5 2HU,74 - 78 WELSH ROAD / GARDEN CITY / SEALAND,92000 - Gambling and betting activities,GROUP,23/01/2018,large
05908830,DUKEHILL FINANCE LIMITED,B69 1DT,4 BIRCHLEY ESTATE / BIRCHFIELD LANE / OLDBURY,70100 - Activities of head offices,FULL,17/08/2006,large
00057061,THE CHESTER STREET EMPLOYERS ASSOCIATION LIMITED,B3 3AX,1 CHAMBERLAIN SQUARE CS / BIRMINGHAM,65120 - Non-life insurance,GROUP,21/04/1898,large
16201492,HEPP MID BOX LIMITED,W1S 3DG,8 SACKVILLE STREET / LONDON,68209 - Other letting and operating of own or leased real estate,FULL,22/01/2025,large
01457298,MORSON PROJECTS LIMITED,M50 1RD,ADAMSON HOUSE / CENTENARY WAY / SALFORD,27120 - Manufacture of electricity distribution and control apparatus,FULL,26/10/1979,large
10639704,YAMADA LIMITED,W2 1HY,10 LONDON MEWS / LONDON,64205 - Activities of financial services holding companies,GROUP,25/02/2017,large
13728121,SELECTAGLAZE HOLDINGS LIMITED,AL4 0JJ,ALBAN PARK / HATFIELD ROAD / ST ALBANS,64209 - Activities of other holding companies n.e.c.,GROUP,08/11/2021,large
NI026209,PRM IRELAND LIMITED,BT28 2RE,RATHDOWN ROAD / LISSUE INDUSTRIAL ESTATE / MOIRA ROAD,"46170 - Agents involved in the sale of food, beverages and tobacco",MEDIUM,08/01/1992,large
03763943,INNOVIA TECHNOLOGY LIMITED,CB4 1DL,ST. ANDREW'S HOUSE ST ANDREW'S ROAD / CHESTERTON / CAMBRIDGE,70229 - Management consultancy activities other than financial management,FULL,04/05/1999,large
NI011510,UNITRUNK CABLE TRUNKING SYSTEMS LIMITED,BT27 5QB,4 ALTONA ROAD / LISBURN,25990 - Manufacture of other fabricated metal products n.e.c.,FULL,16/09/1976,large
06813953,LAND ENERGY GIRVAN LIMITED,YO62 5DQ,BISCA HOUSE SAWMILL LANE / HELMSLEY / YORK,"16290 - Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",GROUP,09/02/2009,large
07435521,ELATERAL GROUP LIMITED,N1 7SR,INTERNATIONAL HOUSE / 64 NILE STREET / LONDON,62012 - Business and domestic software development,GROUP,10/11/2010,large
02100680,YONEX U.K. LIMITED,W12 7RH,YONEX HOUSE / 74 WOOD LANE / WHITE CITY,46900 - Non-specialised wholesale trade,FULL,17/02/1987,large
06706288,INVERTO UK LIMITED,W1T 4QS,C/O BOSTON CONSULTING GROUP / 80 CHARLOTTE STREET / LONDON,62020 - Information technology consultancy activities,FULL,24/09/2008,large
06379728,BRIDGESTONE CONSTRUCTION LIMITED,SK14 4EH,HYDE PARK HOUSE / CARTWRIGHT STREET / HYDE,41202 - Construction of domestic buildings,FULL,24/09/2007,large
08094544,BRADFORD SWISSPORT LIMITED,WA7 1TT,SWISSPORT HOUSE HAMPTON COURT / MANOR PARK / RUNCORN,51210 - Freight air transport,FULL,06/06/2012,large
08151511,WEST GAS NETWORKS LIMITED,NP10 8FZ,WALES & WEST HOUSE SPOONER CLOSE / COEDKERNEW / NEWPORT,70100 - Activities of head offices,FULL,20/07/2012,large
02112280,TIME VENDOR FINANCE LIMITED,BA2 3BH,2ND FLOOR ST. JAMES HOUSE LOWER BRISTOL ROAD / THE SQUARE / BATH,64910 - Financial leasing,FULL,19/03/1987,large
02763471,BIESSE GROUP UK LIMITED,NN11 8YZ,LAMPORT DRIVE / DAVENTRY / NORTHAMPTONSHIRE,33200 - Installation of industrial machinery and equipment,MEDIUM,10/11/1992,large
13697442,FAIRTREE HOTELS LIMITED,BA2 4AS,2ND FLOOR / 10 BRIDGE STREET / BATH,64209 - Activities of other holding companies n.e.c.,GROUP,22/10/2021,large
10012078,3WEST HOLDINGS LTD,EX1 3RS,UNIT 3 GEREINT HILL / TITHEBARN / EXETER,68100 - Buying and selling of own real estate,GROUP,18/02/2016,large
12980814,AVANTE HOLDINGS LIMITED,GL56 0PS,COTSWOLD BUSINESS VILLAGE UNIT 6 BUSINESS VILLAGE / LONDON ROAD / MORETON-IN-MARSH,64209 - Activities of other holding companies n.e.c.,GROUP,28/10/2020,large
06719473,ANCHOR 2020 LIMITED,BD1 2ST,2 GODWIN STREET / BRADFORD,41100 - Development of building projects,FULL,09/10/2008,large
03900078,EVELYN PARTNERS ASSET MANAGEMENT LIMITED,EC2V 7BG,45 GRESHAM STREET / LONDON,64999 - Financial intermediation not elsewhere classified,FULL,24/12/1999,large
11558611,EQUITY RELEASE INVESTMENT COMPANY LIMITED,NE11 9SZ,"SUITE 4, FIRST FLOOR HONEYCOMB / THE WATERMARK / GATESHEAD",82990 - Other business support service activities n.e.c.,GROUP,07/09/2018,large
16083154,ART CREMATORIA HOLDCO LIMITED,WC2R 0DT,80 STRAND / LONDON,64209 - Activities of other holding companies n.e.c.,GROUP,15/11/2024,large
09627590,METKA - EGN LIMITED,EC1V 1LR,4TH FLOOR / 361-373 CITY ROAD / LONDON,43999 - Other specialised construction activities n.e.c.,FULL,08/06/2015,large
NI024871,OMAGH MINERALS LIMITED,BT2 8BA,40 LINENHALL STREET / BELFAST,08990 - Other mining and quarrying n.e.c.,FULL,02/10/1990,large
FC014615,INNOVATIVE SYSTEMS INCORPORATED,,790 HOLIDAY DRIVE / PITTSBURGH,None Supplied,FULL,15/06/1988,large
FC021681,MOUNT PLEASANT HOLDINGS LIMITED,,CHANNEL HOUSE / GREEN STREET / ST HELIER,None Supplied,FULL,05/03/1999,large
05301926,NELSON COLLEGE LONDON LIMITED,IG1 1BA,106 OLYMPICS HOUSE / CLEMENTS ROAD / ILFORD,85590 - Other education n.e.c.,GROUP,01/12/2004,large
06009174,BOUYGUES PARTNERSHIP FOR EDUCATION AND COMMUNITY (WALTHAM FOREST) LIMITED,E1W 1YW,QUADRANT HOUSE FLOOR 6 / 4 THOMAS MORE SQUARE / LONDON,82990 - Other business support service activities n.e.c.,FULL,24/11/2006,large
SC333645,WEST LOTHIAN YOUTH ACTION PROJECT,EH54 5BP,CRAIGSFARM CAMPUS / MAREE WALK / LIVINGSTON,88990 - Other social work activities without accommodation n.e.c.,FULL,08/11/2007,large
01250894,NARROW AISLE LIMITED,DY5 1LX,3 WATERFRONT BUSINESS PARK / DUDLEY ROAD / BRIERLEY HILL,28220 - Manufacture of lifting and handling equipment,MEDIUM,24/03/1976,large
15274446,OASIS TOPCO 1 LIMITED,BL1 4AG,ATRIA / SPA ROAD / BOLTON,64209 - Activities of other holding companies n.e.c.,GROUP,10/11/2023,large
02032594,THE ALLIANCE GROUP OF COMPANIES (HOLDINGS) LIMITED,SS15 6TD,ALLIANCE HOUSE / FENTON WAY / SOUTHFIELDS,68209 - Other letting and operating of own or leased real estate,GROUP,30/06/1986,large
04317602,PYRAMID SCHOOLS (TAMESIDE) LIMITED,EC2V 7JX,ALDER CASTLE / 10 NOBLE STREET / LONDON,82990 - Other business support service activities n.e.c.,FULL,06/11/2001,large
14121794,BRICKMOOR V SOUTH EAST LIMITED,EC1V 3QN,19-23 IRONMONGER ROW / LONDON,68209 - Other letting and operating of own or leased real estate,FULL,20/05/2022,large
09564954,HOULIHAN LOKEY ISRAEL LIMITED,W1J 5HD,"1 CURZON STREET, LONDON, ENGLAND / 1 CURZON STREET / LONDON",64999 - Financial intermediation not elsewhere classified,FULL,28/04/2015,large
02726368,PARAMOUNT RETAIL GROUP HOLDINGS LIMITED,WF17 9QD,PARAMOUNT HOUSE GELDERD ROAD / BIRSTALL / BATLEY,64204 - Activities of distribution holding companies,GROUP,26/06/1992,large
12918864,TRIAGG CONSTRUCTION LIMITED,HP10 0PD,"TRIAGG HOUSE SOHO MILL COTTAGES, TOWN LANE / WOOBURN GREEN / HIGH WYCOMBE",42990 - Construction of other civil engineering projects n.e.c.,FULL,01/10/2020,large
OC430640,HARTREE PARTNERS UK EMPLOYEE HOLDINGS LLP,SW1W 9SH,LEVEL 8 / 123 BUCKINGHAM PALACE ROAD / LONDON,None Supplied,GROUP,11/02/2020,large
